id,location_id,date,weather,max_temp_c,min_temp_c,avg_temp_c,precipitation_mm,humidity_pct,wind_speed_mps
3648,4,2024-03-19,雪,10.2,-1.6,4.3,2.7,81.6,1.8
3649,1,2024-03-20,曇り,11.5,-0.5,5.5,0.0,67.8,1.4
3650,2,2024-03-20,晴れ,11.3,-0.5,5.4,0.0,53.1,2.5
3651,3,2024-03-20,晴れ,6.6,-5.3,0.6,0.0,62.3,4.5
3652,4,2024-03-20,晴れ,9.0,-2.9,3.0,0.0,70.6,3.0
3653,1,2024-03-21,曇り,12.8,1.0,6.9,0.0,61.5,1.3
3654,2,2024-03-21,曇り,13.4,1.6,7.5,0.0,74.2,2.9
3655,3,2024-03-21,晴れ,8.8,-3.1,2.9,0.0,62.8,2.4
3656,4,2024-03-21,晴れ,11.8,-0.2,5.8,0.0,55.1,1.5
3657,1,2024-03-22,雨,16.5,4.4,10.4,9.5,91.2,4.3
3658,2,2024-03-22,雨,15.7,3.8,9.8,12.1,89.7,2.5
3659,3,2024-03-22,雨,11.7,-0.3,5.7,5.4,79.6,1.6
3660,4,2024-03-22,雪,13.6,1.6,7.6,4.4,72.2,1.5
3661,1,2024-03-23,曇り,13.4,1.4,7.4,0.0,77.5,3.2
3662,2,2024-03-23,晴れ,13.6,1.6,7.6,0.0,56.6,3.6
3663,3,2024-03-23,曇り,7.5,-4.2,1.6,0.0,79.2,1.5
3664,4,2024-03-23,曇り,9.7,-2.1,3.8,0.0,65.3,3.0
3665,1,2024-03-24,曇り,15.9,3.8,9.8,0.0,64.9,1.7
3666,2,2024-03-24,晴れ,14.9,3.1,9.0,0.0,53.8,2.6
3667,3,2024-03-24,曇り,10.5,-1.4,4.5,0.0,69.0,2.9
3668,4,2024-03-24,曇り,10.7,-0.7,5.0,0.0,65.8,0.2
3669,1,2024-03-25,晴れ,15.4,3.4,9.4,0.0,49.4,2.2
3670,2,2024-03-25,晴れ,15.8,3.9,9.8,0.0,58.0,1.7
3671,3,2024-03-25,晴れ,9.4,-2.3,3.6,0.0,59.1,3.1
3672,4,2024-03-25,晴れ,12.7,0.9,6.8,0.0,60.8,2.8
3673,1,2024-03-26,雨,10.6,-0.8,4.9,0.5,79.3,2.3
3674,2,2024-03-26,雪,13.7,1.8,7.8,13.8,66.4,0.2
3675,3,2024-03-26,雪,7.0,-4.6,1.2,8.1,71.6,2.4
3676,4,2024-03-26,雨,8.7,-2.8,2.9,9.4,81.5,2.6
3677,1,2024-03-27,曇り,13.9,2.2,8.1,0.0,69.2,3.7
3678,2,2024-03-27,晴れ,14.8,3.1,9.0,0.0,55.1,0.2
3679,3,2024-03-27,曇り,8.1,-3.3,2.4,0.0,69.5,4.2
3680,4,2024-03-27,曇り,11.8,0.2,6.0,0.0,65.1,2.8
3681,1,2024-03-28,雨,13.6,2.0,7.8,16.6,71.5,4.5
3682,2,2024-03-28,雨,13.3,1.9,7.6,11.7,90.4,4.4
3683,3,2024-03-28,雨,7.6,-3.7,1.9,65.0,97.3,1.6
3684,4,2024-03-28,雨,11.4,-0.2,5.6,2.8,86.0,3.7
3685,1,2024-03-29,晴れ,12.1,0.6,6.3,0.0,62.9,2.3
3686,2,2024-03-29,晴れ,13.3,1.6,7.5,0.0,52.5,2.8
3687,3,2024-03-29,晴れ,6.0,-5.2,0.4,0.0,63.4,3.1
3688,4,2024-03-29,晴れ,9.9,-1.6,4.2,0.0,63.8,1.3
3689,1,2024-03-30,曇り,14.1,2.8,8.4,0.0,71.4,1.2
3690,2,2024-03-30,曇り,17.2,5.3,11.2,0.0,52.2,0.3
3691,3,2024-03-30,晴れ,9.7,-1.7,4.0,0.0,44.2,2.8
3692,4,2024-03-30,曇り,11.7,0.4,6.0,0.0,59.3,0.2
3693,1,2024-03-31,曇り,11.5,0.2,5.8,0.0,63.8,3.0
3694,2,2024-03-31,曇り,13.8,2.2,8.0,0.0,61.3,2.4
3695,3,2024-03-31,曇り,8.8,-2.9,3.0,0.0,72.5,1.8
3696,4,2024-03-31,晴れ,10.7,-0.9,4.9,0.0,55.0,4.3
3697,1,2024-04-01,雨,13.2,1.9,7.5,29.7,89.0,4.2
3698,2,2024-04-01,雨,15.0,3.4,9.2,40.0,84.3,3.2
3699,3,2024-04-01,雨,10.3,-1.3,4.5,2.7,77.4,2.5
3700,4,2024-04-01,雨,11.5,0.1,5.8,66.2,85.8,0.7
3701,1,2024-04-02,曇り,11.1,-0.1,5.5,0.0,62.7,3.8
3702,2,2024-04-02,晴れ,11.9,0.6,6.2,0.0,65.0,1.7
3703,3,2024-04-02,曇り,8.7,-2.9,2.9,0.0,58.1,4.4
3704,4,2024-04-02,晴れ,11.2,-0.4,5.4,0.0,51.3,1.3
3705,1,2024-04-03,晴れ,16.3,4.6,10.4,0.0,57.5,3.1
3706,2,2024-04-03,曇り,13.2,2.3,7.8,0.0,59.8,4.1
3707,3,2024-04-03,曇り,9.4,-1.8,3.8,0.0,66.2,2.9
3708,4,2024-04-03,晴れ,12.0,0.7,6.3,0.0,47.4,2.4
3709,1,2024-04-04,雨,18.5,7.0,12.8,15.7,79.7,5.4
3710,2,2024-04-04,雨,15.6,4.8,10.2,9.9,75.4,3.7
3711,3,2024-04-04,雨,14.5,2.9,8.7,9.5,99.0,3.3
3712,4,2024-04-04,雨,14.3,3.2,8.8,0.5,80.5,1.8
3713,1,2024-04-05,曇り,18.8,7.5,13.2,0.0,65.4,0.2
3714,2,2024-04-05,曇り,20.0,8.6,14.3,0.0,66.9,2.9
3715,3,2024-04-05,晴れ,14.7,3.3,9.0,0.0,56.4,4.1
3716,4,2024-04-05,晴れ,16.6,5.3,11.0,0.0,48.5,3.9
3717,1,2024-04-06,曇り,17.3,6.3,11.8,0.0,71.6,1.1
3718,2,2024-04-06,晴れ,18.8,7.5,13.2,0.0,54.7,3.3
3719,3,2024-04-06,曇り,14.7,3.2,8.9,0.0,72.3,2.6
3720,4,2024-04-06,曇り,15.6,4.4,10.0,0.0,65.5,2.1
3721,1,2024-04-07,晴れ,16.0,5.0,10.5,0.0,64.9,3.9
3722,2,2024-04-07,晴れ,18.0,6.8,12.4,0.0,61.2,1.3
3723,3,2024-04-07,晴れ,12.8,1.6,7.2,0.0,45.5,2.0
3724,4,2024-04-07,晴れ,13.9,2.9,8.4,0.0,52.3,3.6
3725,1,2024-04-08,晴れ,18.5,7.3,12.9,0.0,52.9,2.2
3726,2,2024-04-08,曇り,18.1,7.1,12.6,0.0,57.2,1.8
3727,3,2024-04-08,晴れ,13.6,2.4,8.0,0.0,56.3,2.2
3728,4,2024-04-08,曇り,15.6,4.5,10.1,0.0,66.1,2.2
3729,1,2024-04-09,曇り,18.0,7.0,12.5,0.0,63.8,1.5
3730,2,2024-04-09,曇り,18.9,7.9,13.4,0.0,80.9,3.4
3731,3,2024-04-09,晴れ,14.2,3.1,8.7,0.0,54.9,0.4
3732,4,2024-04-09,晴れ,16.3,5.2,10.8,0.0,59.2,1.5
3733,1,2024-04-10,雨,21.4,10.1,15.8,2.4,87.2,3.3
3734,2,2024-04-10,雨,20.3,9.4,14.9,14.8,82.1,5.2
3735,3,2024-04-10,雨,15.4,4.4,9.9,1.0,83.2,5.3
3736,4,2024-04-10,雨,16.4,5.6,11.0,0.5,82.2,3.8
3737,1,2024-04-11,雨,19.8,8.6,14.2,42.9,90.1,2.9
3738,2,2024-04-11,雨,18.3,7.5,12.9,1.9,86.1,5.0
3739,3,2024-04-11,雨,15.0,3.8,9.4,4.7,80.9,3.6
3740,4,2024-04-11,雨,15.8,4.9,10.4,7.2,75.4,4.7
3741,1,2024-04-12,晴れ,19.4,8.1,13.8,0.0,63.0,1.9
3742,2,2024-04-12,曇り,19.2,8.0,13.6,0.0,70.8,2.8
3743,3,2024-04-12,晴れ,13.9,2.8,8.3,0.0,62.1,1.2
3744,4,2024-04-12,曇り,16.5,5.4,10.9,0.0,66.7,0.6
3745,1,2024-04-13,晴れ,19.7,8.4,14.1,0.0,63.4,0.7
3746,2,2024-04-13,曇り,17.8,7.1,12.4,0.0,77.9,4.4
3747,3,2024-04-13,晴れ,12.2,1.5,6.8,0.0,61.1,1.0
3748,4,2024-04-13,曇り,14.5,3.8,9.2,0.0,65.2,2.1
3749,1,2024-04-14,雨,18.4,7.5,12.9,12.4,72.5,4.7
3750,2,2024-04-14,雨,21.3,10.0,15.7,38.4,86.8,3.8
3751,3,2024-04-14,雨,15.1,4.0,9.6,3.3,84.5,3.9
3752,4,2024-04-14,雨,14.5,4.0,9.2,5.6,71.9,3.6
3753,1,2024-04-15,晴れ,20.5,9.2,14.8,0.0,61.7,3.9
3754,2,2024-04-15,晴れ,20.1,9.0,14.6,0.0,49.8,2.6
3755,3,2024-04-15,曇り,15.3,4.1,9.7,0.0,69.1,2.6
3756,4,2024-04-15,曇り,19.0,7.6,13.3,0.0,59.7,3.7
3757,1,2024-04-16,晴れ,20.4,9.4,14.9,0.0,65.8,3.1
3758,2,2024-04-16,晴れ,20.6,9.7,15.2,0.0,45.4,1.2
3759,3,2024-04-16,晴れ,16.0,5.0,10.5,0.0,60.0,0.9
3760,4,2024-04-16,晴れ,17.6,6.7,12.2,0.0,52.1,3.3
3761,1,2024-04-17,曇り,17.0,6.3,11.7,0.0,83.1,3.0
3762,2,2024-04-17,曇り,17.5,6.7,12.1,0.0,67.9,2.8
3763,3,2024-04-17,晴れ,13.3,2.4,7.9,0.0,63.9,0.8
3764,4,2024-04-17,晴れ,14.6,3.9,9.2,0.0,64.5,3.7
3765,1,2024-04-18,晴れ,14.4,3.8,9.1,0.0,57.4,2.3
3766,2,2024-04-18,曇り,14.8,4.3,9.6,0.0,74.1,2.0
3767,3,2024-04-18,曇り,13.0,1.8,7.4,0.0,67.9,3.8
3768,4,2024-04-18,曇り,15.3,4.1,9.7,0.0,75.8,2.0
3769,1,2024-04-19,雨,15.6,4.6,10.1,9.1,91.7,3.8
3770,2,2024-04-19,雨,15.8,4.9,10.4,7.8,84.7,5.2
3771,3,2024-04-19,雨,11.7,0.6,6.1,5.2,80.3,3.3
3772,4,2024-04-19,雨,13.5,2.5,8.0,10.4,82.3,3.1
3773,1,2024-04-20,曇り,18.4,7.3,12.8,0.0,66.4,2.4
3774,2,2024-04-20,晴れ,18.6,7.5,13.1,0.0,42.8,1.7
3775,3,2024-04-20,晴れ,13.6,2.6,8.1,0.0,59.5,1.6
3776,4,2024-04-20,曇り,14.1,3.4,8.8,0.0,74.9,2.5
3777,1,2024-04-21,晴れ,18.5,7.3,12.9,0.0,47.2,3.8
3778,2,2024-04-21,晴れ,16.9,6.2,11.5,0.0,42.1,2.5
3779,3,2024-04-21,晴れ,12.8,1.8,7.3,0.0,43.9,2.8
3780,4,2024-04-21,晴れ,14.4,3.6,9.0,0.0,56.9,2.5
3781,1,2024-04-22,晴れ,20.1,9.2,14.7,0.0,65.8,2.4
3782,2,2024-04-22,晴れ,22.0,10.8,16.4,0.0,47.2,0.6
3783,3,2024-04-22,晴れ,15.3,4.5,9.9,0.0,55.1,0.9
3784,4,2024-04-22,晴れ,18.0,7.0,12.5,0.0,51.9,2.1
3785,1,2024-04-23,晴れ,20.5,9.5,15.0,0.0,44.9,1.9
3786,2,2024-04-23,晴れ,21.3,10.3,15.8,0.0,49.3,3.8
3787,3,2024-04-23,曇り,14.9,4.1,9.5,0.0,61.1,1.3
3788,4,2024-04-23,曇り,16.7,6.0,11.3,0.0,76.9,2.8
3789,1,2024-04-24,雨,18.9,8.0,13.4,11.1,88.9,4.5
3790,2,2024-04-24,雨,18.9,8.2,13.5,14.4,78.4,5.3
3791,3,2024-04-24,雨,12.9,2.3,7.6,6.2,88.7,3.6
3792,4,2024-04-24,雨,15.5,4.9,10.2,24.1,78.5,0.9
3793,1,2024-04-25,雨,18.5,7.7,13.1,5.5,79.6,3.1
3794,2,2024-04-25,雨,19.1,8.3,13.7,13.4,86.6,3.1
3795,3,2024-04-25,雨,12.9,2.3,7.6,17.0,90.4,2.6
3796,4,2024-04-25,雨,15.2,4.6,9.9,9.6,83.0,2.5
3797,1,2024-04-26,晴れ,17.4,7.0,12.2,0.0,54.6,4.3
3798,2,2024-04-26,晴れ,17.8,7.4,12.6,0.0,53.4,3.1
3799,3,2024-04-26,晴れ,14.4,3.6,9.0,0.0,56.5,1.1
3800,4,2024-04-26,晴れ,16.5,5.8,11.2,0.0,59.3,2.6
3801,1,2024-04-27,晴れ,20.1,9.2,14.7,0.0,55.9,3.5
3802,2,2024-04-27,晴れ,20.2,9.4,14.8,0.0,56.9,5.3
3803,3,2024-04-27,晴れ,13.7,3.2,8.4,0.0,39.4,1.3
3804,4,2024-04-27,曇り,16.4,5.8,11.1,0.0,58.2,3.8
3805,1,2024-04-28,晴れ,19.0,8.4,13.7,0.0,57.4,2.9
3806,2,2024-04-28,晴れ,20.0,9.4,14.7,0.0,56.9,3.8
3807,3,2024-04-28,曇り,15.6,4.8,10.2,0.0,81.2,1.7
3808,4,2024-04-28,曇り,14.9,4.7,9.8,0.0,72.6,3.0
3809,1,2024-04-29,雨,18.2,7.6,12.9,2.9,79.2,3.5
3810,2,2024-04-29,雨,18.1,7.6,12.9,17.8,86.4,2.7
3811,3,2024-04-29,雨,14.8,4.0,9.4,16.8,77.8,2.6
3812,4,2024-04-29,雨,14.8,4.4,9.6,12.8,91.2,2.8
3813,1,2024-04-30,晴れ,15.3,5.6,10.4,0.0,59.7,1.7
3814,2,2024-04-30,曇り,20.1,9.6,14.9,0.0,68.7,2.9
3815,3,2024-04-30,晴れ,14.9,4.4,9.7,0.0,59.1,1.8
3816,4,2024-04-30,晴れ,17.0,6.5,11.8,0.0,52.6,4.3
3817,1,2024-05-01,曇り,19.3,8.6,13.9,0.0,76.1,1.9
3818,2,2024-05-01,曇り,18.1,7.7,12.9,0.0,69.2,2.7
3819,3,2024-05-01,曇り,13.7,3.1,8.4,0.0,60.3,3.1
3820,4,2024-05-01,曇り,16.1,5.6,10.9,0.0,60.1,3.8
3821,1,2024-05-02,晴れ,16.6,6.4,11.5,0.0,68.6,2.1
3822,2,2024-05-02,晴れ,19.0,8.5,13.8,0.0,57.3,1.1
3823,3,2024-05-02,曇り,15.3,4.5,9.9,0.0,64.8,2.4
3824,4,2024-05-02,曇り,14.1,4.0,9.1,0.0,57.6,2.5
3825,1,2024-05-03,曇り,20.5,10.0,15.2,0.0,66.8,1.8
3826,2,2024-05-03,晴れ,20.7,10.2,15.4,0.0,49.7,1.1
3827,3,2024-05-03,晴れ,14.0,3.9,8.9,0.0,44.8,2.4
3828,4,2024-05-03,曇り,16.4,6.3,11.3,0.0,66.7,2.5
3829,1,2024-05-04,曇り,20.3,10.2,15.2,0.0,77.4,3.5
3830,2,2024-05-04,晴れ,19.8,9.9,14.9,0.0,59.3,1.2
3831,3,2024-05-04,晴れ,17.9,7.3,12.6,0.0,51.5,2.3
3832,4,2024-05-04,曇り,20.1,9.5,14.8,0.0,68.1,1.5
3833,1,2024-05-05,曇り,21.2,10.7,15.9,0.0,67.1,4.0
3834,2,2024-05-05,晴れ,20.4,10.2,15.3,0.0,54.0,3.0
3835,3,2024-05-05,曇り,14.3,4.3,9.3,0.0,74.0,3.1
3836,4,2024-05-05,曇り,17.6,7.4,12.5,0.0,61.3,2.3
3837,1,2024-05-06,曇り,24.4,13.8,19.1,0.0,63.8,2.9
3838,2,2024-05-06,晴れ,22.6,12.5,17.6,0.0,51.4,3.5
3839,3,2024-05-06,曇り,17.0,7.0,12.0,0.0,70.4,0.9
3840,4,2024-05-06,晴れ,20.4,10.2,15.3,0.0,63.6,2.9
3841,1,2024-05-07,雨,21.3,11.3,16.3,13.6,82.0,5.2
3842,2,2024-05-07,雨,22.3,12.3,17.3,7.4,81.8,4.2
3843,3,2024-05-07,雨,16.7,6.7,11.7,23.9,78.2,2.9
3844,4,2024-05-07,雨,21.8,11.3,16.6,26.1,71.4,4.6
3845,1,2024-05-08,曇り,23.5,13.3,18.4,0.0,62.8,2.4
3846,2,2024-05-08,曇り,23.8,13.7,18.8,0.0,66.3,1.1
3847,3,2024-05-08,晴れ,19.8,9.5,14.7,0.0,38.8,1.4
3848,4,2024-05-08,曇り,21.8,11.6,16.7,0.0,61.8,2.8
3849,1,2024-05-09,雨,23.6,13.5,18.6,36.2,90.9,4.4
3850,2,2024-05-09,雨,24.5,14.3,19.4,5.5,86.0,2.5
3851,3,2024-05-09,雨,20.9,10.4,15.6,43.0,87.5,0.2
3852,4,2024-05-09,雨,21.4,11.3,16.4,39.3,78.5,4.4
3853,1,2024-05-10,晴れ,22.8,12.7,17.8,0.0,57.4,2.1
3854,2,2024-05-10,曇り,23.5,13.4,18.4,0.0,79.6,1.5
3855,3,2024-05-10,晴れ,17.3,7.4,12.4,0.0,62.5,4.4
3856,4,2024-05-10,曇り,19.8,9.9,14.9,0.0,67.7,2.2
3857,1,2024-05-11,雨,20.6,10.7,15.7,30.7,92.4,2.3
3858,2,2024-05-11,雨,22.5,12.3,17.4,2.7,84.4,3.6
3859,3,2024-05-11,雨,17.0,6.9,11.9,1.6,88.5,4.7
3860,4,2024-05-11,雨,17.5,7.8,12.7,5.7,89.9,4.1
3861,1,2024-05-12,曇り,18.1,8.2,13.2,0.0,69.5,2.4
3862,2,2024-05-12,曇り,18.9,8.9,13.9,0.0,66.4,2.2
3863,3,2024-05-12,晴れ,14.6,4.5,9.6,0.0,51.3,1.8
3864,4,2024-05-12,曇り,17.0,6.9,11.9,0.0,60.9,4.3
3865,1,2024-05-13,雨,19.5,9.4,14.4,17.2,88.2,2.8
3866,2,2024-05-13,雨,18.9,9.0,13.9,13.4,90.5,3.5
3867,3,2024-05-13,雨,14.9,4.8,9.8,4.9,74.2,3.9
3868,4,2024-05-13,雨,17.2,7.1,12.1,8.7,80.2,4.1
3869,1,2024-05-14,晴れ,20.1,10.0,15.1,0.0,42.1,2.9
3870,2,2024-05-14,晴れ,19.3,9.6,14.4,0.0,60.3,4.1
3871,3,2024-05-14,晴れ,16.3,6.1,11.2,0.0,56.0,2.5
3872,4,2024-05-14,晴れ,17.2,7.3,12.2,0.0,63.7,3.3
3873,1,2024-05-15,曇り,19.3,9.5,14.4,0.0,64.7,2.1
3874,2,2024-05-15,晴れ,20.8,10.9,15.9,0.0,36.6,2.6
3875,3,2024-05-15,曇り,16.9,6.7,11.8,0.0,85.3,3.2
3876,4,2024-05-15,晴れ,16.8,7.1,11.9,0.0,66.0,2.8
3877,1,2024-05-16,雨,21.2,11.3,16.2,13.3,84.9,2.6
3878,2,2024-05-16,雨,21.7,11.8,16.8,18.7,86.4,3.4
3879,3,2024-05-16,雨,17.2,7.2,12.2,10.0,81.8,3.8
3880,4,2024-05-16,雨,18.4,8.5,13.4,0.5,75.0,3.9
3881,1,2024-05-17,雨,19.9,10.0,14.9,9.4,89.5,2.8
3882,2,2024-05-17,雨,21.6,11.4,16.5,5.2,79.4,3.1
3883,3,2024-05-17,雨,14.8,5.0,9.9,18.0,92.2,4.9
3884,4,2024-05-17,雨,17.5,7.6,12.6,41.6,84.0,2.3
3885,1,2024-05-18,晴れ,21.4,11.6,16.5,0.0,59.3,1.1
3886,2,2024-05-18,晴れ,22.9,12.9,17.9,0.0,52.7,2.6
3887,3,2024-05-18,晴れ,15.5,6.0,10.8,0.0,62.9,0.8
3888,4,2024-05-18,晴れ,18.6,8.9,13.8,0.0,51.4,0.7
3889,1,2024-05-19,曇り,21.8,12.1,16.9,0.0,58.7,3.1
3890,2,2024-05-19,曇り,24.1,14.1,19.1,0.0,79.3,2.7
3891,3,2024-05-19,晴れ,18.6,8.7,13.7,0.0,49.1,1.4
3892,4,2024-05-19,晴れ,20.8,10.9,15.9,0.0,57.0,3.6
3893,1,2024-05-20,曇り,21.3,11.6,16.4,0.0,56.1,2.9
3894,2,2024-05-20,晴れ,21.7,12.1,16.9,0.0,57.6,2.1
3895,3,2024-05-20,晴れ,19.4,9.2,14.3,0.0,56.4,5.1
3896,4,2024-05-20,曇り,20.4,10.5,15.4,0.0,63.2,1.8
3897,1,2024-05-21,曇り,19.1,9.3,14.2,0.0,70.1,0.5
3898,2,2024-05-21,晴れ,19.6,9.7,14.7,0.0,60.3,1.2
3899,3,2024-05-21,晴れ,12.1,2.7,7.4,0.0,66.8,1.8
3900,4,2024-05-21,晴れ,15.8,6.2,11.0,0.0,58.2,1.3
3901,1,2024-05-22,曇り,17.7,7.9,12.8,0.0,60.1,4.1
3902,2,2024-05-22,晴れ,17.3,7.7,12.5,0.0,46.8,0.2
3903,3,2024-05-22,曇り,13.3,3.5,8.4,0.0,77.9,2.2
3904,4,2024-05-22,曇り,15.7,5.9,10.8,0.0,69.8,1.8
3905,1,2024-05-23,曇り,21.2,11.4,16.3,0.0,59.5,1.2
3906,2,2024-05-23,曇り,21.7,12.0,16.9,0.0,67.9,2.0
3907,3,2024-05-23,晴れ,15.7,6.2,10.9,0.0,48.4,3.5
3908,4,2024-05-23,晴れ,21.0,10.8,15.9,0.0,53.9,1.6
3909,1,2024-05-24,晴れ,19.2,9.8,14.5,0.0,58.9,2.4
3910,2,2024-05-24,曇り,21.3,11.6,16.4,0.0,64.9,2.7
3911,3,2024-05-24,晴れ,15.3,5.8,10.6,0.0,45.8,1.7
3912,4,2024-05-24,晴れ,18.8,9.0,13.9,0.0,60.1,2.5
3913,1,2024-05-25,曇り,20.3,11.2,15.8,0.0,62.9,2.1
3914,2,2024-05-25,晴れ,22.1,12.7,17.4,0.0,48.0,2.5
3915,3,2024-05-25,曇り,18.4,8.7,13.5,0.0,71.6,1.5
3916,4,2024-05-25,曇り,21.0,11.3,16.1,0.0,68.4,0.6
3917,1,2024-05-26,曇り,22.3,12.7,17.5,0.0,72.3,2.2
3918,2,2024-05-26,晴れ,21.7,12.4,17.1,0.0,47.1,3.6
3919,3,2024-05-26,曇り,18.1,8.5,13.3,0.0,73.7,2.3
3920,4,2024-05-26,曇り,17.1,8.1,12.6,0.0,72.6,2.6
3921,1,2024-05-27,雨,23.4,14.0,18.7,1.6,82.8,4.0
3922,2,2024-05-27,雨,23.9,14.5,19.2,9.5,90.1,3.3
3923,3,2024-05-27,雨,19.5,10.0,14.8,15.9,91.1,2.7
3924,4,2024-05-27,雨,21.3,11.9,16.6,0.5,84.1,2.5
3925,1,2024-05-28,雨,24.8,15.4,20.1,17.6,87.9,5.1
3926,2,2024-05-28,雨,23.8,14.7,19.2,9.9,76.8,2.3
3927,3,2024-05-28,雨,19.7,10.4,15.1,0.5,86.2,3.5
3928,4,2024-05-28,雨,23.2,13.7,18.4,0.5,93.2,5.6
3929,1,2024-05-29,曇り,22.7,13.7,18.2,0.0,67.9,3.4
3930,2,2024-05-29,晴れ,24.7,15.4,20.1,0.0,64.3,2.0
3931,3,2024-05-29,晴れ,20.4,11.0,15.7,0.0,54.4,1.3
3932,4,2024-05-29,曇り,19.5,10.7,15.1,0.0,68.2,2.3
3933,1,2024-05-30,晴れ,23.0,13.9,18.4,0.0,61.9,2.2
3934,2,2024-05-30,曇り,23.3,14.2,18.8,0.0,63.0,2.2
3935,3,2024-05-30,晴れ,17.2,8.4,12.8,0.0,49.5,2.8
3936,4,2024-05-30,曇り,20.0,11.1,15.6,0.0,78.9,2.6
3937,1,2024-05-31,晴れ,22.2,13.3,17.8,0.0,52.6,1.2
3938,2,2024-05-31,晴れ,24.3,15.0,19.6,0.0,53.4,3.2
3939,3,2024-05-31,晴れ,16.8,8.0,12.4,0.0,53.0,3.1
3940,4,2024-05-31,曇り,19.5,10.7,15.1,0.0,66.4,3.2
3941,1,2024-06-01,雨,20.6,12.1,16.4,36.0,98.5,4.0
3942,2,2024-06-01,雨,22.2,13.5,17.9,3.9,88.6,4.3
3943,3,2024-06-01,雷雨,16.9,8.2,12.5,46.9,90.6,2.3
3944,4,2024-06-01,雨,19.2,10.5,14.8,6.6,93.9,3.8
3945,1,2024-06-02,雷雨,22.1,13.2,17.6,1.0,97.5,2.6
3946,2,2024-06-02,雨,21.7,13.0,17.4,2.5,95.2,2.9
3947,3,2024-06-02,雷雨,15.7,7.3,11.5,53.9,99.0,3.7
3948,4,2024-06-02,雨,19.8,11.0,15.4,4.4,90.0,4.2
3949,1,2024-06-03,雨,24.2,15.6,19.9,2.8,95.8,3.5
3950,2,2024-06-03,雨,24.3,15.8,20.1,49.7,99.0,3.5
3951,3,2024-06-03,雨,20.3,11.5,15.9,3.9,98.2,4.5
3952,4,2024-06-03,雨,21.4,12.9,17.1,5.2,99.0,2.6
3953,1,2024-06-04,曇り,24.9,16.1,20.5,0.0,85.8,0.8
3954,2,2024-06-04,曇り,25.3,16.6,21.0,0.0,88.2,1.9
3955,3,2024-06-04,曇り,18.7,10.3,14.5,0.0,73.3,3.0
3956,4,2024-06-04,晴れ,21.0,12.6,16.8,0.0,69.5,2.2
3957,1,2024-06-05,曇り,25.0,16.4,20.7,0.0,76.0,1.2
3958,2,2024-06-05,晴れ,24.5,16.1,20.3,0.0,73.0,1.1
3959,3,2024-06-05,曇り,20.9,12.2,16.5,0.0,79.4,1.8
3960,4,2024-06-05,曇り,23.2,14.5,18.9,0.0,86.3,2.5
3961,1,2024-06-06,曇り,23.3,15.1,19.2,0.0,84.7,2.5
3962,2,2024-06-06,曇り,27.1,18.2,22.6,0.0,75.8,2.9
3963,3,2024-06-06,晴れ,19.5,11.1,15.3,0.0,71.3,0.9
3964,4,2024-06-06,曇り,21.7,13.3,17.5,0.0,80.2,0.2
3965,1,2024-06-07,曇り,24.0,15.5,19.8,0.0,80.2,1.9
3966,2,2024-06-07,晴れ,23.4,15.1,19.2,0.0,64.3,2.0
3967,3,2024-06-07,晴れ,17.1,9.1,13.1,0.0,65.0,1.6
3968,4,2024-06-07,曇り,21.2,12.8,17.0,0.0,80.3,1.8
3969,1,2024-06-08,雨,24.1,15.8,20.0,6.4,99.0,3.9
3970,2,2024-06-08,雨,25.2,16.8,21.0,7.3,91.7,3.1
3971,3,2024-06-08,雨,19.7,11.3,15.5,11.2,99.0,2.3
3972,4,2024-06-08,雨,20.9,12.8,16.9,9.3,99.0,2.4
3973,1,2024-06-09,曇り,26.5,18.3,22.4,0.0,69.7,1.4
3974,2,2024-06-09,曇り,26.6,18.5,22.6,0.0,76.7,1.7
3975,3,2024-06-09,晴れ,20.3,12.5,16.4,0.0,69.4,1.4
3976,4,2024-06-09,晴れ,23.2,15.2,19.2,0.0,58.2,1.4
3977,1,2024-06-10,曇り,25.8,17.9,21.9,0.0,70.7,3.1
3978,2,2024-06-10,曇り,27.6,19.5,23.6,0.0,79.3,0.5
3979,3,2024-06-10,晴れ,21.9,13.9,17.9,0.0,65.1,1.4
3980,4,2024-06-10,曇り,24.2,16.1,20.1,0.0,86.6,2.0
3981,1,2024-06-11,晴れ,27.7,19.6,23.6,0.0,61.5,3.1
3982,2,2024-06-11,晴れ,29.5,21.2,25.4,0.0,68.7,2.6
3983,3,2024-06-11,晴れ,22.1,14.2,18.1,0.0,70.1,1.7
3984,4,2024-06-11,曇り,24.2,16.3,20.2,0.0,83.7,0.8
3985,1,2024-06-12,晴れ,28.4,20.2,24.3,0.0,58.2,3.1
3986,2,2024-06-12,晴れ,29.3,21.0,25.1,0.0,63.5,2.0
3987,3,2024-06-12,晴れ,22.9,14.9,18.9,0.0,72.4,3.9
3988,4,2024-06-12,晴れ,23.3,15.7,19.5,0.0,57.5,3.3
3989,1,2024-06-13,雷雨,25.9,18.2,22.0,1.0,99.0,3.6
3990,2,2024-06-13,雨,27.6,19.7,23.6,13.0,83.6,4.2
3991,3,2024-06-13,雨,24.5,16.2,20.4,8.1,89.0,3.4
3992,4,2024-06-13,雨,24.3,16.4,20.4,11.5,77.4,3.7
3993,1,2024-06-14,曇り,25.6,17.6,21.6,0.0,79.1,1.9
